candidate,party,criminal_cases,education,age,total_assets,total_assets_rs,liabilities,liabilities_rs,2026_constituency,2026_district,is_winner,myneta_url,self_profession,spouse_profession,education_details,criminal_cases_details,election_expenditure,pan_given,serious_ipc_counts,movable_assets_rs,immovable_assets_rs
Murali .N,Tamizhaga Vaazhvurimai Katchi,0,8th Pass,43,"Rs 18,79,000 ~ 18 Lacs+",1879000,Rs 0 ~,0,SRIRANGAM,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2505,"MS Rotary Printers, Uthukuli, Tiruppur",House Wife,"Category: 8th Pass 8th Standard fromThirupparayathuraya Vivekanandar Thapavanam, Trichy District in 1995",,,Y,0,1279000,600000
Muthukumar.P,IND,0,Graduate,50,"Rs 2,51,727 ~ 2 Lacs+",251727,"Rs 1,00,000 ~ 1 Lacs+",100000,SRIRANGAM,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2514,Agriculture,Home Maker,"Category: Graduate B.A from St Joseph College, Tiruchirappalli in 1995",,,Y,0,251727,0
Newton.A,Puthiya Tamilagam,0,Graduate Professional,36,"Rs 7,61,000 ~ 7 Lacs+",761000,,1000000,SRIRANGAM,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2504,Lawyer,Housewife,"Category: Graduate Professional B.A. LLB, From Sri Venkateshwara University Andhra Pradesh Year 2021",,,Y,0,761000,0
Paramasivam,IND,0,5th Pass,55,"Rs 2,52,860 ~ 2 Lacs+",252860,"Rs 4,00,000 ~ 4 Lacs+",400000,SRIRANGAM,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2512,Agriculture,Home Maker,"Category: 5th Pass 6th Standard from Govt. Higher Secondary School, Tiruchenduri, Tiruchirappalli in 1994",,,Y,0,252860,0
R.Manoharan,AIADMK,1,Graduate,70,"Rs 10,08,67,418 ~ 10 Crore+",100867418,"Rs 1,07,50,306 ~ 1 Crore+",10750306,SRIRANGAM,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1055,"Xerox Shop, Agriculture, Social Service",Theatre,"Category: Graduate B.Sc. From Jamal Mohammed College, Trichy -1979, DIP.AC.REF From Hindustan Institute 0f Engineering And Technology-1981",charges related to Being member of an unlawful assembly. (BNS Section-189(2)); charges related to Wrongfully confining any person. (BNS Section-127(2)),,Y,0,24752418,76115000
Ramesh.R,IND,0,10th Pass,46,"Rs 16,54,000 ~ 16 Lacs+",1654000,Rs 0 ~,0,SRIRANGAM,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2515,Real Estate,House Wife,"Category: 10th Pass SSLC - The High School, Thiruvanaikovil, Trichy 1994",,,Y,0,1654000,0
Ravichandiran.N,IND,0,8th Pass,60,"Rs 63,23,030 ~ 63 Lacs+",6323030,Rs 0 ~,0,SRIRANGAM,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2516,Agriculture,Agriculture,"Category: 8th Pass 9th Std - The Higher Secondary School for Boys, Srirangam 1981",,,Y,0,1323030,5000000
S. Durairaj,IND,0,Graduate,45,"Rs 13,11,500 ~ 13 Lacs+",1311500,,0,SRIRANGAM,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2511,Insurance Agent,House Wife,"Category: Graduate B.Com from Bishop Heber College, Trichy in 2001, HSC from Bishop Heber Higher Secondary School, Trichy in 1998, SSLC from Bishop Heber Higher Secondary School, Trichy in 1996",,,Y,0,1311500,0
S. Durairaj,DMK,2,Post Graduate,49,"Rs 1,65,37,331 ~ 1 Crore+",16537331,"Rs 1,50,000 ~ 1 Lacs+",150000,SRIRANGAM,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1337,MRV Real Estate/Politician,Home Maker,"Category: Post Graduate M.Phil. From Bharathidasan University in 2004, M.Com from Bharathidasan University in 2002","charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324); charges related to Assault or criminal force to woman with intent to outrage her modesty (IPC Section-354); charges related to House-trespass after preparation for hurt, assault or wrongful restraint (IPC Section-452); charges related to Punishment for voluntarily causing hurt (IPC Section-323); charges related to Punishment for Being member of an unlawful assembly (IPC Section-143); charges related to Punishment for Rioting (IPC Section-147); charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353); charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427); charges related to Punishment for criminal trespass (IPC Section-447)",,Y,3,9811199,6726132
Shashi Kiran .K .N,IND,0,Post Graduate,32,"Rs 24,84,100 ~ 24 Lacs+",2484100,"Rs 5,09,592 ~ 5 Lacs+",509592,SRIRANGAM,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2510,Business,NIL,Category: Post Graduate Master of Business Administration In International Business Management (MBA) in Annamalai University in 2017,,,Y,0,2484100,0
Vijay .A,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,0,Graduate,43,"Rs 1,04,88,000 ~ 1 Crore+",10488000,,1050000,SRIRANGAM,TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2506,Agriculture,Government Nurse,"Category: Graduate B.Sc. From Bavendar Bharathidasan College of Arts and Science, 2005",,,Y,0,9876000,612000
K.N.Nehru,DMK,0,12th Pass,73,"Rs 6,32,49,750 ~ 6 Crore+",63249750,Rs 0 ~,0,TIRUCHIRAPPALLI (WEST),TIRUCHIRAPPALLI,1,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=189,"Agriculture, Politician",Agriculture,Category: 12th Pass Pre University Cource (Jamal Mohammed College),,,Y,0,36492750,26757000
A.Vasudevan,IND,0,Post Graduate,62,"Rs 1,00,000 ~ 1 Lacs+",100000,Rs 0 ~,0,TIRUCHIRAPPALLI (WEST),TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2525,Agriculture,Housewife,"Category: Post Graduate M.Sc., M.Phil., & B.Ed. From Annamalai University Chennai University",,,Y,0,100000,0
A.Veeramani,Samaniya Makkal Nala Katchi,0,10th Pass,69,"Rs 3,51,258 ~ 3 Lacs+",351258,Rs 0 ~,0,TIRUCHIRAPPALLI (WEST),TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2519,Pensioner,NA,Category: 10th Pass Old SSLC In Year 1977 At Ponnaiya High Sec. School Palakarai,,,Y,0,351258,0
Chinnaiyan Poosari,BSP,0,8th Pass,41,"Rs 18,400 ~ 18 Thou+",18400,,0,TIRUCHIRAPPALLI (WEST),TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2517,Private Employee,Housewife,"Category: 8th Pass 8th From Uma Parameshwari Middle School, Trichy, Year-2000",,,Y,0,18400,0
G.Ramamoorthi,Tamilaga Vettri Kazhagam,0,Graduate,70,"Rs 2,31,13,486 ~ 2 Crore+",23113486,Rs 0 ~,0,TIRUCHIRAPPALLI (WEST),TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1061,"Self Employment , Managing Director-Ramachand Property Developers , Managing Trustee -N.R. Educational And Charitable Trust","Housewife, Managing Trustee -N.R. Educational And Charitable Trust","Category: Graduate Bachhelor Of History , University Of Madras Chennai 1976, PUC Bishop Heber College Tiruchirapalli 1973, Eleventh Std-Govt High School Thirumazhappadi 1972",,,Y,0,10613486,12500000
Jeevanantham.M,IND,0,Post Graduate,49,"Rs 1,70,41,500 ~ 1 Crore+",17041500,Rs 0 ~,0,TIRUCHIRAPPALLI (WEST),TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2526,Lawyer,Law Student,"Category: Post Graduate M.B.A. From Annamalai University in 2022 & LLB From Sarvodaya College of Law, Bangalore University in 2012",,,Y,0,11736500,5305000
K.Bhuvaneswari,Naam Tamilar Katchi,0,Graduate,40,"Rs 4,74,500 ~ 4 Lacs+",474500,,315000,TIRUCHIRAPPALLI (WEST),TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=188,Self Employmed,Farming,"Category: Graduate B.A. English , Annamalai University Chidambaram (2015-17), Distance Education, Bachelor of Arts in English, Diploma in Teacher Training, Annamalai University, SBG, Teacher Training Institute, Perugamani (2008-2010), 10th Std (1999-2000), 12th Std (2002-20",,,Y,0,374500,100000
M.Chandrasekaran,IND,0,Graduate,66,"Rs 4,00,000 ~ 4 Lacs+",400000,"Rs 5,00,000 ~ 5 Lacs+",500000,TIRUCHIRAPPALLI (WEST),TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2521,Xerox Shop / General Store Not  Running,House Wife,Category: Graduate B.B.A at Allagappa University Trichy in 2013,,,Y,0,400000,0
M.Kalaimani,IND,0,10th Pass,46,"Rs 6,10,000 ~ 6 Lacs+",610000,,0,TIRUCHIRAPPALLI (WEST),TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2520,Private Work,House Wife,Category: 10th Pass 10th from S M Higher Secondary School Uraiyur 620003 in 1995,,,Y,0,610000,0
M.Rajasekaran,Amma Makkal Munnettra Kazagam,0,Post Graduate,66,"Rs 6,11,12,021 ~ 6 Crore+",61112021,"Rs 2,66,75,000 ~ 2 Crore+",26675000,TIRUCHIRAPPALLI (WEST),TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1062,Agriculture,Housewife,"Category: Post Graduate M.Com from Annamalai University, B.Com from Jamal Mohammed College Trichy 1981-1984, S.S.L.C., Vivekananda High School, Thirupparaithurai 1978",,,Y,0,16612021,44500000
P.Rajendran,IND,0,10th Pass,70,"Rs 11,000 ~ 11 Thou+",11000,Rs 0 ~,0,TIRUCHIRAPPALLI (WEST),TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2524,"Film Producer, Actor, Real Estate",NA,Category: 10th Pass SSLC,,,Y,0,11000,0
R.Prabu,Tamizhaga Vaazhvurimai Katchi,8,Post Graduate,46,"Rs 3,00,63,000 ~ 3 Crore+",30063000,,9800000,TIRUCHIRAPPALLI (WEST),TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2518,Lawyer,Bank Manager,"Category: Post Graduate M.A. in (Tamil) From Annamalai University, Year-2001-2002 & B.L. From Dr. Ambedkar Law University Chennai, The Govt Law College Trichy, Year-2003-2006 & B.Lit. From Bharathidasan University, Year-1999-2001","charges related to Sedition (IPC Section-124A); charges related to Promoting enmity between different groups on grounds of religion, race, place of birth, residence, language, etc., and doing acts prejudicial to maintenance of harmony (IPC Section-153A); charges related to Voluntarily causing grievous hurt by dangerous weapons or means (IPC Section-326); charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324); charges related to Punishment for Being member of an unlawful assembly (IPC Section-143); charges related to Punishment for Rioting (IPC Section-147); charges related to Punishment for voluntarily causing hurt (IPC Section-323); charges related to Punishment for wrongful restraint (IPC Section-341); charges related to Punishment for public nuisance in cases not otherwise provided for (IPC Section-290); charges related to Knowingly joining or continuing in assembly of five or more persons after it has been commanded to disperse (IPC Section-151); charges related to Joining or continuing in unlawful assembly, knowing it has been commanded to disperse (IPC Section-145); charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353); charges related to Malignant act likely to spread infection of disease dangerous to life (IPC Section-270); charges related to Negligent act likely to spread infection of disease dangerous to life (IPC Section-269); charges related to Disobedience to order duly promulgated by public servant (IPC Section-188); charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427); charges related to Enhanced certain offences under Chapter XII or Chapter XVII after previous conviction (IPC Section-75)",,Y,4,5268000,24795000
Sampath,IND,0,10th Pass,59,"Rs 13,61,095 ~ 13 Lacs+",1361095,"Rs 2,87,937 ~ 2 Lacs+",287937,TIRUCHIRAPPALLI (WEST),TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2522,Business /Politician,Homemaker,Category: 10th Pass 10th Std. From K.A.P.V. Higher Secondary School,,,Y,0,1361095,0
Sundarapandiyaraja,IND,0,Post Graduate,36,"Rs 3,55,000 ~ 3 Lacs+",355000,Rs 0 ~,0,TIRUCHIRAPPALLI (WEST),TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2523,Private Job,Housewife,"Category: Post Graduate M.E. From Anna University Chennai, Year-2014",,,Y,0,355000,0
C. Joseph Vijay,Tamilaga Vettri Kazhagam,2,12th Pass,51,"Rs 6,48,85,90,407 ~ 648 Crore+",6488590407,"Rs 7,63,60,016 ~ 7 Crore+",76360016,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,1,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=380,"Self Employed, Editor-Vijay Vidhyashiram , Managing Director- Jayanagar Property P. Ltd. Trustee-Vidya Charitable Trust, Trustee- Vijay Charitable Trust , Trustee-Sai Vijay Charitable Trust",Housewife,"Category: 12th Pass B.Sc. (Dropout), Loyola College, Chennai, University of Madras, 1992",charges related to Being member of an unlawful assembly. (BNS Section-189(2)); charges related to Wrongfully restraining any person. (BNS Section-126(2)); charges related to Disobedience to order duly promulgated by public servant (BNS Section-223); charges related to Punishment for voluntarily causing hurt (BNS Section-115(2)),,Y,0,4262028397,2226562010
Anand Selvaraj,National Maha Sabha Party,0,Post Graduate,37,"Rs 14,38,000 ~ 14 Lacs+",1438000,Rs 0 ~,0,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2178,J.K.S. Enterprises ( Business),Nil,Category: Post Graduate Master Diploma From Acupunture (2024-2026) Tiruchirappalli,,,Y,0,1438000,0
C. Nanda Kumar,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,1,Post Graduate,30,"Rs 16,84,48,002 ~ 16 Crore+",168448002,,51178113,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2180,Self Employment,Business,Category: Post Graduate M.B.A. Mangalore From Institute of Technological Science (MITS) Karnataka In 2018,charges related to Forgery for purpose of cheating (IPC Section-468); charges related to Cheating and dishonestly inducing delivery of property (IPC Section-420); charges related to Using as genuine a forged document or electronic record (IPC Section-471),,Y,2,49606362,118841640
Dr.Krishnasamy .V,Naam Tamilar Katchi,0,Graduate Professional,38,"Rs 5,10,16,176 ~ 5 Crore+",51016176,"Rs 2,60,64,231 ~ 2 Crore+",26064231,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=187,Doctor,Hospital Management,"Category: Graduate Professional M.D. From Lugansk State Medical University 2016, MBBS From Thirubhuvan University Nepal In 2010",,,Y,0,36923604,14092572
G.Rajasekaran,AIADMK,0,Graduate Professional,53,"Rs 41,37,57,720 ~ 41 Crore+",413757720,"Rs 20,95,01,471 ~ 20 Crore+",209501471,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1060,Business & Agriculture,House wife,"Category: Graduate Professional Graduated with a Bachelor of Engineering degree in Mechanical Engineering, Studied from 24.07.1989 to 08.04.1993, Mookambika Engineering College, Srinivasanagar, Kalamavoor, Pudukkottai. This college is affiliated to Bharathidasan University.",,,Y,0,240425995,173331725
G.Sebastian Anand,IND,0,Graduate Professional,37,"Rs 20,23,600 ~ 20 Lacs+",2023600,,0,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=382,Lawyer,House Wife,"Category: Graduate Professional B.A., B.L., From Govt. Law College, Trichy In 2009-2014 (5 Years)",,,Y,0,2023600,0
J. Robert Christy,IND,0,10th Pass,62,"Rs 29,16,631 ~ 29 Lacs+",2916631,"Rs 43,59,817 ~ 43 Lacs+",4359817,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2188,Self Employment,House Wife,"Category: 10th Pass SSLC St. Antonys Higher Secondary School Thanjavur, 1980",,,Y,0,2616631,300000
Kannan .S,IND,0,12th Pass,31,"Rs 7,11,000 ~ 7 Lacs+",711000,"Rs 5,60,000 ~ 5 Lacs+",560000,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2185,Driver,Nil,Category: 12th Pass 12th Std In 2013,,,Y,0,711000,0
N. Gobinath,Puthiya Tamilagam,0,Graduate Professional,46,"Rs 5,61,000 ~ 5 Lacs+",561000,,350000,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2179,Lawyer,House Wife,"Category: Graduate Professional BA,LLB. From Andhra University, Andhra Pradesh State In Year 2020",,,Y,0,561000,0
P. Charles Sagayaraj,IND,0,Post Graduate,49,"Rs 26,26,119 ~ 26 Lacs+",2626119,"Rs 4,65,000 ~ 4 Lacs+",465000,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2186,Courier Service,Nil,Category: Post Graduate M.A. From Kamarajar University In 2004,,,Y,0,2311119,315000
P. Rajendran,IND,0,10th Pass,70,"Rs 11,000 ~ 11 Thou+",11000,Rs 0 ~,0,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2189,"Film Producer, Actor, Real Estate",Nil,Category: 10th Pass S.S.L.C,,,Y,0,11000,0
R. Elangovan,BSP,0,8th Pass,60,"Rs 26,000 ~ 26 Thou+",26000,,0,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2177,Private Sector Employee,House Wife,"Category: 8th Pass 10th (Not Passed) From Municipal Higher Secondary School, Trichy In 1984",,,Y,0,26000,0
R. Muthukumar,Samaniya Makkal Nala Katchi,0,8th Pass,61,"Rs 3,12,086 ~ 3 Lacs+",312086,Rs 0 ~,0,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2181,Cooly,Nil,"Category: 8th Pass 9th in year 1976, Selva Dhamotharan Higher Secondary School, Khajapettai, Trichirappalli.",,,N,0,312086,0
Royal Raja,Tamizhaga Vaazhvurimai Katchi,1,Graduate,42,"Rs 11,37,000 ~ 11 Lacs+",1137000,Rs 0 ~,0,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2182,Milk and Egg Business,House Wife,"Category: Graduate B.Sc. Physics In Year 2004 From Trichy District, St. Valanar College, Thannatchi","charges related to Punishment for Rioting (BNS Section-191(2)); charges related to Voluntarily causing hurt by dangerous weapons or means. (BNS Section-118(1)); charges related to If threat be to cause death or grievous hurt, etc. (BNS Section-351(3)); charges related to Defines Voluntarily causing hurt - Whoever does any act with the intention of thereby causing hurt to any person, or with the knowledge that he is likely thereby to cause hurt to any person, and does thereby cause hurt to any person, is said ""voluntarily to cause hurt"". (BNS Section-115)",,Y,0,1137000,0
S. Inigo Irudayaraj,DMK,2,Doctorate,53,"Rs 28,52,61,525 ~ 28 Crore+",285261525,,6509364,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1059,Business,Business,"Category: Doctorate Ph.D From University of Madras In 2021 MA (Social Work) From Loyola College, University of Madras In 1994",charges related to Punishment for Being member of an unlawful assembly (IPC Section-143); charges related to Punishment for wrongful restraint (IPC Section-341); charges related to Negligent conduct with respect to explosive substance (IPC Section-286),,Y,0,123248525,162013000
S. Panneer Selvam,IND,1,5th Pass,59,"Rs 13,85,000 ~ 13 Lacs+",1385000,Rs 0 ~,0,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2187,Newspaper Publisher,House Wife,"Category: 5th Pass 6th Std. From Govt. School, Ariyalur District In 1985",,,Y,0,1185000,200000
Sukumar S,Thamizhaka Padaippalar Makkal Katchi,0,10th Pass,63,"Rs 52,75,000 ~ 52 Lacs+",5275000,Rs 0 ~,0,TIRUCHIRAPPALLI (EAST),TIRUCHIRAPPALLI,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=381,Self Employed,House Wife,"Category: 10th Pass SSLC In 1980 From Government Higher Secondary School, Devur, Nagapattinam District.",,,Y,0,1275000,4000000
